estimate_year,source_workbook,icb_name,population
2024,ons_pop_estimates_2022-2024.xlsx,NHS Coventry and Warwickshire Integrated Care Board,1001233
2024,ons_pop_estimates_2022-2024.xlsx,NHS Derby and Derbyshire Integrated Care Board,1096526
2024,ons_pop_estimates_2022-2024.xlsx,NHS Devon Integrated Care Board,1254506
2024,ons_pop_estimates_2022-2024.xlsx,NHS Dorset Integrated Care Board,798914
2024,ons_pop_estimates_2022-2024.xlsx,NHS Frimley Integrated Care Board,803615
2024,ons_pop_estimates_2022-2024.xlsx,NHS Gloucestershire Integrated Care Board,669380
2024,ons_pop_estimates_2022-2024.xlsx,NHS Greater Manchester Integrated Care Board,3009664
2024,ons_pop_estimates_2022-2024.xlsx,NHS Hampshire and Isle of Wight Integrated Care Board,1879207
2024,ons_pop_estimates_2022-2024.xlsx,NHS Herefordshire and Worcestershire Integrated Care Board,812407
2024,ons_pop_estimates_2022-2024.xlsx,NHS Hertfordshire and West Essex Integrated Care Board,1545554
2024,ons_pop_estimates_2022-2024.xlsx,NHS Humber and North Yorkshire Integrated Care Board,1748885
2024,ons_pop_estimates_2022-2024.xlsx,NHS Kent and Medway Integrated Care Board,1931684
2024,ons_pop_estimates_2022-2024.xlsx,NHS Lancashire and South Cumbria Integrated Care Board,1790318
2024,ons_pop_estimates_2022-2024.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1175364
2024,ons_pop_estimates_2022-2024.xlsx,NHS Lincolnshire Integrated Care Board,789502
2024,ons_pop_estimates_2022-2024.xlsx,NHS Mid and South Essex Integrated Care Board,1241837
2024,ons_pop_estimates_2022-2024.xlsx,NHS Norfolk and Waveney Integrated Care Board,1058014
2024,ons_pop_estimates_2022-2024.xlsx,NHS North Central London Integrated Care Board,1436301
2024,ons_pop_estimates_2022-2024.xlsx,NHS North East London Integrated Care Board,2098267
2024,ons_pop_estimates_2022-2024.xlsx,NHS North East and North Cumbria Integrated Care Board,3088985
2024,ons_pop_estimates_2022-2024.xlsx,NHS North West London Integrated Care Board,2181495
2024,ons_pop_estimates_2022-2024.xlsx,NHS Northamptonshire Integrated Care Board,813682
2024,ons_pop_estimates_2022-2024.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1188090
2024,ons_pop_estimates_2022-2024.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",528407
2024,ons_pop_estimates_2022-2024.xlsx,NHS Somerset Integrated Care Board,588328
2024,ons_pop_estimates_2022-2024.xlsx,NHS South East London Integrated Care Board,1824242
2024,ons_pop_estimates_2022-2024.xlsx,NHS South West London Integrated Care Board,1549431
2024,ons_pop_estimates_2022-2024.xlsx,NHS South Yorkshire Integrated Care Board,1430623
2024,ons_pop_estimates_2022-2024.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1177578
2024,ons_pop_estimates_2022-2024.xlsx,NHS Suffolk and North East Essex Integrated Care Board,1025557
2024,ons_pop_estimates_2022-2024.xlsx,NHS Surrey Heartlands Integrated Care Board,1085554
2024,ons_pop_estimates_2022-2024.xlsx,NHS Sussex Integrated Care Board,1759789
2024,ons_pop_estimates_2022-2024.xlsx,NHS West Yorkshire Integrated Care Board,2487154
